foxtail restharrow	Ononis alopecuroides L.	1	Forbs/Herbs
Scotch thistle	Onopordum acanthium L.	370	Forbs/Herbs
bristle basketgrass	Oplismenus hirtellus (L.) Beauv.	7	Grass or Grasslike
wavyleaf basketgrass	Oplismenus undulatifolius (Ard.) Roem. & Schult.	40	Grass or Grasslike
tuna cactus	Opuntia ficus-indica (L.) P. Mill.	55	Cactus
nodding star-of-Bethlehem	Ornithogalum nutans L.	49	Forbs/Herbs
star-of-Bethlehem	Ornithogalum umbellatum L.	724	Forbs/Herbs
small broomrape	Orobanche minor Smith	58	Forbs/Herbs
holly osmanthus	Osmanthus heterophyllus (G. Don) P.S. Green	3	Shrub or Subshrub
pink woodsorrel	Oxalis debilis var. corymbosa (DC.) Lourteig	85	Forbs/Herbs
buttercup oxalis	Oxalis pes-caprae L.	30	Forbs/Herbs
yellow woodsorrel	Oxalis stricta L.	1845	Forbs/Herbs
Cuban bulrush	Oxycaryum cubense (Poepp. & Kunth) Lye	45	Aquatic Plants
bristletips	Oxyspora paniculata (D. Don) DC.	1	Shrub or Subshrub
Japanese pachysandra	Pachysandra terminalis Sieb. & Zucc.	46	Shrub or Subshrub
sewer vine	Paederia cruddasiana Prain	1	Vines
skunk-vine	Paederia foetida L.	42	Vines
blue panicum	Panicum antidotale Retz.	69	Grass or Grasslike
torpedograss	Panicum repens L.	132	Grass or Grasslike
plume albizia	Paraserianthes lophantha (Willd.) I. Nielsen	14	Hardwood Trees
yellow glandweed	Parentucellia viscosa (L.) Caruel	64	Forbs/Herbs
Boston ivy	Parthenocissus tricuspidata (Sieb. & Zucc.) Planch.	62	Vines
sour paspalum	Paspalum conjugatum Berg.	68	Grass or Grasslike
dallisgrass	Paspalum dilatatum Poir.	758	Grass or Grasslike
Panama crowngrass	Paspalum fimbriatum Kunth	7	Grass or Grasslike
bahiagrass	Paspalum notatum Flueggé	421	Grass or Grasslike
tussock paspalum	Paspalum quadrifarium Lam.	5	Grass or Grasslike
ricegrass paspalum	Paspalum scrobiculatum Linnaeus	8	Grass or Grasslike
vaseygrass	Paspalum urvillei Steud.	487	Grass or Grasslike
wingleaf passionflower	Passiflora bicornis P. Mill.	2	Vines
twoflower passionflower	Passiflora biflora Lam.	2	Vines
passionflower	Passiflora edulis Sims	34	Vines
redfruit passionflower	Passiflora foetida L.	36	Vines
golden bellapple	Passiflora laurifolia L.	4	Vines
sweet granadilla	Passiflora ligularis Juss.	4	Vines
corkystemmed passionflower	Passiflora suberosa L.	31	Vines
white passionflower	Passiflora subpeltata Ortega	3	Vines
banana passionflower	Passiflora tripartita var. mollissima (Kunth) Holm-Niesen & P.M. Jørg.	5	Vines
wild parsnip	Pastinaca sativa L.	1253	Forbs/Herbs
princesstree	Paulownia tomentosa (Thunb.) Sieb. & Zucc. ex Steud.	617	Hardwood Trees
spearleaf swampmallow	Pavonia hastata Cav.	4	Shrub or Subshrub
gingerbush	Pavonia spinifex (L.) Cav.	8	Shrub or Subshrub
African rue	Peganum harmala L.	45	Forbs/Herbs
kikuyugrass	Pennisetum clandestinum Hochst. ex Chiov.	25	Grass or Grasslike
elephant grass	Pennisetum purpureum Schumacher	54	Grass or Grasslike
fountaingrass	Pennisetum spp. L.C. Rich. ex Pers	2	Grass or Grasslike
evergreen bugloss	Pentaglottis sempervirens (L.) Tausch ex L.H. Bailey	0	Forbs/Herbs
perilla mint	Perilla frutescens (L.) Britton	703	Forbs/Herbs
avocado	Persea americana P. Mill.	11	Hardwood Trees
pinkhead smartweed	Persicaria capitata (Buch.-Ham. ex D. Don) Gross.	11	Shrub or Subshrub
denseflower knotweed	Persicaria glabra (Willd.) M. Gómez	209	Forbs/Herbs
Oriental lady's thumb	Persicaria longiseta (Bruijn) Kitagawa	656	Forbs/Herbs
ladysthumb	Persicaria maculosa S.F. Gray	1743	Forbs/Herbs
princess-feather	Persicaria orientalis (L.) Spach	333	Forbs/Herbs
mile-a-minute vine	Persicaria perfoliata (L.) H. Gross	271	Vines
dotted smartweed	Persicaria punctata (Ell.) Small	1822	Forbs/Herbs
cultivated knotweed	Persicaria wallichii Greuter & Burdet	34	Forbs/Herbs
hairypink	Petrorhagia dubia (Raf.) G. López & Romo	58	Forbs/Herbs
parsley	Petroselinum crispum (P. Mill.) Nyman ex A.W. Hill	52	Forbs/Herbs
bulbous canarygrass	Phalaris aquatica L.	62	Grass or Grasslike
reed canarygrass	Phalaris arundinacea L.	1535	Aquatic Plants
canarygrass	Phalaris canariensis L.	382	Grass or Grasslike
littleseed canarygrass	Phalaris minor Retz.	66	Grass or Grasslike
Amur corktree	Phellodendron amurense Rupr.	63	Hardwood Trees
Japanese corktree	Phellodendron japonicum Maxim.	12	Hardwood Trees
Lavalle corktree	Phellodendron lavallei Dode	0	Hardwood Trees
golden polypody	Phlebodium aureum (L.) J. Sm.	50	Forbs/Herbs
timothy	Phleum pratense L.	1731	Grass or Grasslike
Canary Island date palm	Phoenix canariensis hort. ex Chabaud	13	Palms
date palm	Phoenix dactylifera L.	10	Hardwood Trees
Senegal date palm	Phoenix reclinata Jacq.	24	Hardwood Trees
New Zealand flax	Phormium tenax J.R. & G. Forst.	3	Shrub or Subshrub
common reed	Phragmites australis (Cavanilles) Trinius ex Steudel	470	Grass or Grasslike
European common reed	Phragmites australis ssp. australis (Cavanilles) Trinius ex Steudel	1420	Aquatic Plants
Mascarene Island leaf-flower	Phyllanthus tenellus Roxb.	92	Forbs/Herbs
chamber bitter	Phyllanthus urinaria L.	160	Forbs/Herbs
golden bamboo	Phyllostachys aurea Carr. ex A.& C. Rivière	333	Grass or Grasslike
monarch fern	Phymatosorus scolopendria (Burm. f.) Copeland	2	Forbs/Herbs
Peruvian groundcherry	Physalis peruviana L.	12	Shrub or Subshrub
Virginia groundcherry	Physalis virginiana var. virginiana Mill.	929	Forbs/Herbs
common pokeweed	Phytolacca americana L.	1664	Forbs/Herbs
Norway spruce	Picea abies (L.) Karst.	145	Conifer Trees
hawkweed oxtongue	Picris hieracioides L.	76	Forbs/Herbs
artilleryweed	Pilea microphylla (L.) Liebm.	56	Forbs/Herbs
tall lodgepole pine	Pinus contorta var. latifolia Engelm. ex S. Watson	179	Conifer Trees
Coulter pine	Pinus coulteri D. Don	20	Conifer Trees
Honduras pine	Pinus elliottii var. elliottii Engelm.	234	Conifer Trees
Jeffrey pine	Pinus jeffreyi Grev. & Balf.	51	Conifer Trees
maritime pine	Pinus pinaster Soland., non Ait.	2	Conifer Trees
Italian stone pine	Pinus pinea L.	8	Conifer Trees
ponderosa pine	Pinus ponderosa P.& C. Lawson	338	Conifer Trees
Monterey pine	Pinus radiata D. Don	9	Conifer Trees
eastern white pine	Pinus strobus L.	815	Conifer Trees
Scots pine	Pinus sylvestris L.	235	Conifer Trees
Japanese black pine	Pinus thunbergii Parl.	14	Conifer Trees
smilograss	Piptatherum miliaceum (L.) Coss.	42	Grass or Grasslike
water lettuce	Pistia stratiotes L.	263	Aquatic Plants
monkeypod	Pithecellobium dulce (Roxb.) Benth.	8	Hardwood Trees
Taiwanese cheesewood	Pittosporum pentandrum (Blanco) Merr.	3	Hardwood Trees
Australian cheesewood	Pittosporum undulatum Vent.	10	Hardwood Trees
Dixie silverback fern	Pityrogramma calomelanos (L.) Link	7	Forbs/Herbs
Mexican plantain	Plantago australis Lam.	6	Forbs/Herbs
buckhorn plantain	Plantago lanceolata L.	1734	Forbs/Herbs
broadleaf plantain	Plantago major L.	1245	Forbs/Herbs
cure for all	Pluchea carolinensis (Jacq.) G. Don	12	Shrub or Subshrub
Indian camphorweed	Pluchea indica (L.) Less.	4	Shrub or Subshrub
annual bluegrass	Poa annua L.	1632	Grass or Grasslike
bulbous bluegrass	Poa bulbosa L.	441	Grass or Grasslike
Canada bluegrass	Poa compressa L.	1577	Grass or Grasslike
Kentucky bluegrass	Poa pratensis L.	1963	Grass or Grasslike
Kentucky bluegrass	Poa pratensis ssp. pratensis L.	86	Grass or Grasslike
roughstalk bluegrass	Poa trivialis L.	529	Grass or Grasslike
fourleaf manyseed	Polycarpon tetraphyllum (L.) L.	81	Forbs/Herbs
silversheath knotweed	Polygonum argyrocoleon Steud. Ex Kunze	57	Forbs/Herbs
pale smartweed	Polygonum lapathifolium L.	1790	Forbs/Herbs
rabbitfoot polypogon	Polypogon monspeliensis (L.) Desf.	627	Grass or Grasslike
water-bent	Polypogon viridis (Gouan) Breistr.	144	Grass or Grasslike
white poplar	Populus alba L.	981	Hardwood Trees
balsam poplar	Populus balsamifera L.	684	Hardwood Trees
Lombardy poplar	Populus nigra L.	229	Hardwood Trees
European aspen	Populus tremula L.	2	Hardwood Trees
gray poplar	Populus x canescens (Ait.) Sm. (pro sp.) [alba × tremula]	90	Hardwood Trees
common purslane	Portulaca oleracea L.	1412	Forbs/Herbs
curly-leaved pondweed	Potamogeton crispus L.	871	Aquatic Plants
false strawberry	Potentilla indica (Andr.) Wolf	684	Forbs/Herbs
sulfur cinquefoil	Potentilla recta L.	1459	Forbs/Herbs
canistel	Pouteria campechiana (Kunth) Baehni	2	Hardwood Trees
kiawe	Prosopis pallida (Humb. & Bonpl. ex Willd.) Kunth	4	Hardwood Trees
common selfheal	Prunella vulgaris L.	2058	Forbs/Herbs
sweet cherry	Prunus avium (L.) L.	381	Hardwood Trees
cherry plum	Prunus cerasifera Ehrh.	69	Hardwood Trees
sour cherry	Prunus cerasus L.	173	Hardwood Trees
plum	Prunus domestica L.	96	Hardwood Trees
cherry laurel	Prunus laurocerasus L.	23	Hardwood Trees
Portugal laurel	Prunus lusitanica L.	10	Hardwood Trees
Mahaleb cherry	Prunus mahaleb L.	212	Hardwood Trees
European bird cherry	Prunus padus L.	42	Hardwood Trees
blackthorn	Prunus spinosa L.	28	Hardwood Trees
dog's-tongue	Pseudelephantopus spicatus (Juss. ex Aubl.) C.F. Baker	14	Forbs/Herbs
Jersey cudweed	Pseudognaphalium luteoalbum (L.) Hilliard & Burtt	78	Forbs/Herbs
arrow bamboo	Pseudosasa japonica (Sieb. & Zucc. ex Steud.) Makino ex Nakai	25	Shrub or Subshrub
Douglas-fir	Pseudotsuga menziesii (Mirbel) Franco	322	Conifer Trees
strawberry guava	Psidium cattleianum Sabine	31	Shrub or Subshrub
guava	Psidium guajava L.	33	Shrub or Subshrub
ladder brake	Pteris vittata L.	66	Forbs/Herbs
ptychosperma	Ptychosperma elegans (R. Br.) Blume	4	Hardwood Trees
kudzu	Pueraria montana var. lobata (Willd.) Maesen & S. Almeida	1104	Vines
pomegranate	Punica granatum L.	37	Hardwood Trees
narrowleaf firethorn	Pyracantha angustifolia (Franch.) Schneid.	21	Shrub or Subshrub
scarlet firethorn	Pyracantha coccinea M. Roemer	96	Shrub or Subshrub
Nepalese firethorn	Pyracantha crenulata (D. Don) Roem.	4	Shrub or Subshrub
firethorn	Pyracantha spp. L.	3	Shrub or Subshrub
birch-leaf pear	Pyrus betulifolia Bunge	0	Hardwood Trees
Callery pear (Bradford pear)	Pyrus calleryana Decne.	493	Hardwood Trees
common pear	Pyrus communis L.	542	Hardwood Trees
sawtooth oak	Quercus acutissima Carruthers	54	Hardwood Trees
English oak	Quercus robur L.	35	Hardwood Trees
Rangoon creeper	Quisqualis indica L.	4	Vines
tall buttercup	Ranunculus acris L.	643	Forbs/Herbs
bulbous buttercup	Ranunculus bulbosus L.	510	Forbs/Herbs
creeping buttercup	Ranunculus repens L.	578	Forbs/Herbs
wild radish	Raphanus raphanistrum L.	565	Forbs/Herbs
radish	Raphanus sativus L.	368	Forbs/Herbs
turnipweed	Rapistrum rugosum (L.) All.	69	Forbs/Herbs
white mignonette	Reseda alba L.	39	Forbs/Herbs
bridal broom	Retama monosperma (L.) Boiss.	3	Shrub or Subshrub
Japanese knotweed	Reynoutria japonica Sieb. & Zucc.	1169	Forbs/Herbs
giant knotweed	Reynoutria sachalinensis F. Schmidt ex Maxim.	276	Forbs/Herbs
Bohemian knotweed	Reynoutria x bohemica Chrtek & Chrtková	68	Forbs/Herbs
European buckthorn	Rhamnus cathartica L.	701	Shrub or Subshrub
Chinese buckthorn	Rhamnus utilis Dcne.	0	Shrub or Subshrub
Russian knapweed	Rhaponticum repens (L.) Hidalgo	529	Forbs/Herbs
red mangrove	Rhizophora mangle L.	36	Hardwood Trees
rose myrtle	Rhodomyrtus tomentosa (Ait.) Hassk.	20	Hardwood Trees
jetbead	Rhodotypos scandens (Thunb.) Makino	118	Shrub or Subshrub
anglestem beaksedge	Rhynchospora caduca Ell.	262	Grass or Grasslike
cultivated currant	Ribes rubrum L.	263	Shrub or Subshrub
largeflower Mexican clover	Richardia grandiflora (Cham. & Schlecht.) J.A. & J.H. Schultes	12	Forbs/Herbs
castorbean	Ricinus communis L.	210	Shrub or Subshrub
bristly locust	Robinia hispida L.	626	Hardwood Trees
black locust	Robinia pseudoacacia L.	1874	Hardwood Trees
amphibious yellowcress	Rorippa amphibia (L.) Besser	6	Aquatic Plants
Austrian fieldcress	Rorippa austriaca (Crantz) Bess.	55	Forbs/Herbs
Macartney rose	Rosa bracteata J.C. Wendl.	177	Shrub or Subshrub
dog rose	Rosa canina L.	240	Shrub or Subshrub
cinnamon rose	Rosa cinnamomea L.	78	Shrub or Subshrub
French rose	Rosa gallica L.	89	Shrub or Subshrub
Cherokee rose	Rosa laevigata Michx.	110	Shrub or Subshrub
memorial rose	Rosa luciae Franch. & Rochebr. ex Crép.	166	Shrub or Subshrub
smallflower sweetbrier	Rosa micrantha Borrer ex Sm.	96	Shrub or Subshrub
multiflora rose	Rosa multiflora Thunb.	1447	Shrub or Subshrub
sweetbriar	Rosa rubiginosa L.	467	Shrub or Subshrub
Seaside rose	Rosa rugosa Thunb.	125	Shrub or Subshrub
Scottish rose	Rosa spinosissima L.	51	Shrub or Subshrub
damask rose	Rosa x damascena P. Mill. [gallica × moschata]	13	Shrub or Subshrub
roundleaf toothcup	Rotala rotundifolia (Buch.-Ham. ex Roxb.) Koehne	5	Aquatic Plants
itchgrass	Rottboellia cochinchinensis (Lour.) W.D. Clayton	86	Grass or Grasslike
highbush blackberry	Rubus argutus Link	728	Shrub or Subshrub
Himalayan blackberry	Rubus armeniacus Focke	210	Shrub or Subshrub
Himalayan blackberry	Rubus bifrons Vest ex Tratt.	145	Shrub or Subshrub
yellow Himalayan raspberry	Rubus ellipticus Sm.	2	Shrub or Subshrub
European red raspberry	Rubus idaeus L.	768	Shrub or Subshrub
strawberry raspberry	Rubus illecebrosus Focke	27	Shrub or Subshrub
cutleaf blackberry	Rubus laciniatus Willd.	204	Vines
largeleaf blackberry	Rubus macrophyllus Weihe & Nees	10	Shrub or Subshrub
snowpeaks raspberry	Rubus niveus Thunb.	4	Shrub or Subshrub
wine raspberry	Rubus phoenicolasius Maxim.	295	Shrub or Subshrub
West Indian raspberry	Rubus rosifolius Sm.	4	Shrub or Subshrub
palmleaf dewberry	Rubus sieboldii Blume	1	Shrub or Subshrub
elmleaf blackberry	Rubus ulmifolius Schott	19	Vines
European blackberry	Rubus vestitus Weihe & Nees	7	Shrub or Subshrub
Browne's blechum	Ruellia blechum L.	23	Forbs/Herbs
Britton's wild petunia	Ruellia simplex C. Wright	68	Shrub or Subshrub
red sorrel	Rumex acetosella L.	1737	Forbs/Herbs
curly dock	Rumex crispus L.	2232	Forbs/Herbs
curly dock	Rumex crispus ssp. crispus L.	2201	Forbs/Herbs
broadleaf dock	Rumex obtusifolius L.	880	Forbs/Herbs
narrowleaf dock	Rumex stenophyllus Ledeb.	272	Forbs/Herbs
Tasmanian wallaby grass	Rytidosperma biannulare (Zotov) Connor & Edgar	7	Grass or Grasslike
hairy wallaby grass	Rytidosperma penicillatum (Labill.) Connor & Edgar	16	Grass or Grasslike
ravennagrass	Saccharum ravennae L.	53	Grass or Grasslike
glenwoodgrass	Sacciolepis indica (L.) Chase	64	Grass or Grasslike
white willow	Salix alba L.	587	Hardwood Trees
goat willow	Salix caprea L.	42	Shrub or Subshrub
large gray willow	Salix cinerea L.	78	Hardwood Trees
crack willow	Salix fragilis L.	578	Hardwood Trees
corkscrew willow	Salix matsudana Koidzumi	11	Shrub or Subshrub
laurel willow	Salix pentandra L.	173	Hardwood Trees
purpleosier willow	Salix purpurea L.	209	Shrub or Subshrub
osier	Salix viminalis L.	19	Hardwood Trees
Wisconsin weeping willow	Salix x pendulina Wenderoth [babylonica × fragilis]	162	Hardwood Trees
weeping willow	Salix x sepulcralis Simonkai [alba × babylonica]	153	Hardwood Trees
slender Russian thistle	Salsola collina Pallas	210	Forbs/Herbs
Russian thistle	Salsola kali L.	212	Forbs/Herbs
barbwire Russian-thistle	Salsola paulsenii Litv.	56	Forbs/Herbs
oppositeleaf Russian thistle	Salsola soda L.	8	Forbs/Herbs
Russian thistle	Salsola tragus L.	1090	Forbs/Herbs
Mediterranean sage	Salvia aethiopis L.	37	Forbs/Herbs
sticky sage	Salvia glutinosa L.	2	Forbs/Herbs
water fern	Salvinia minima Baker	134	Forbs/Herbs
giant salvinia	Salvinia molesta D. S. Mitchell	102	Aquatic Plants
raintree	Samanea saman (Jacq.) Merr.	4	Hardwood Trees
iguanatail	Sansevieria hyacinthoides (L.) Druce	21	Forbs/Herbs
bouncingbet	Saponaria officinalis L.	1540	Forbs/Herbs
mourningbride	Scabiosa atropurpurea L.	36	Forbs/Herbs
beach naupaka	Scaevola taccada Vahl	20	Shrub or Subshrub
octopus tree	Schefflera actinophylla (Endl.) H.A.T. Harms	21	Hardwood Trees
Peruvian peppertree	Schinus molle L.	27	Hardwood Trees
Brazilian peppertree	Schinus terebinthifolia Raddi	59	Hardwood Trees
Arabian schismus	Schismus arabicus Nees	43	Grass or Grasslike
common mediterraneangrass	Schismus barbatus (Loefl. ex L.) Thellung	34	Grass or Grasslike
Colombian bluestem	Schizachyrium condensatum (Kunth) Nees	4	Grass or Grasslike
ricefield bulrush	Schoenoplectiella mucronata (L.) J. Jung & H. K. Choi	29	Grass or Grasslike
lakeshore nutrush	Scleria lacustris C. Wright	12	Grass or Grasslike
chayote	Sechium edule (Jacq.) Sw.	5	Vines
purple crown-vetch	Securigera varia (L.) Lassen	998	Forbs/Herbs
woodland groundsel	Senecio sylvaticus L.	81	Forbs/Herbs
common groundsel	Senecio vulgaris L.	540	Forbs/Herbs
sicklepod	Senna obtusifolia (L.) Irwin & Barneby	477	Forbs/Herbs
coffee senna	Senna occidentalis (L.) Link	192	Forbs/Herbs
valamuerto	Senna pendula (Humb. & Bonpl. ex Willd.) Irwin & Barneby	23	Vines
valamuerto	Senna pendula var. advena (Vogel) Irwin & Barneby	5	Vines
valamuerto	Senna pendula var. glabrata (Vogel) Irwin & Barneby	24	Vines
hedionda macho	Senna septemtrionalis (Viviani) Irwin & Barneby	4	Hardwood Trees
glossy shower	Senna surattensis (Burm. f.) Irwin & Barneby	5	Hardwood Trees
bigpod sesbania	Sesbania herbacea (P. Mill.) McVaugh	247	Forbs/Herbs
red sesbania	Sesbania punicea (Cav.) Benth.	236	Shrub or Subshrub
bagpod	Sesbania vesicaria (Jacq.) Ell.	239	Forbs/Herbs
giant foxtail	Setaria faberi Herrm.	1057	Grass or Grasslike
foxtail millet	Setaria italica (L.) Beauv.	347	Grass or Grasslike
palmgrass	Setaria palmifolia (Koenig) Stapf	9	Grass or Grasslike
knotroot foxtail	Setaria parviflora (Poir.) Kerguélen	994	Grass or Grasslike
yellow foxtail	Setaria pumila (Poir.) Roemer & J.A. Schultes	1773	Grass or Grasslike
green foxtail	Setaria viridis (L.) Beauv.	1805	Grass or Grasslike
green bristlegrass	Setaria viridis var. viridis (L.) P. Beauv.	1663	Grass or Grasslike
field madder	Sherardia arvensis L.	446	Forbs/Herbs
common St. Paul's wort	Sigesbeckia orientalis L.	6	Forbs/Herbs
rose campion	Silene coronaria (L.) Clairv.	10	Forbs/Herbs
meadow campion	Silene flos-cuculi (L.) Clairv.	100	Forbs/Herbs
English catchfly	Silene gallica L.	145	Forbs/Herbs
bladder campion	Silene latifolia ssp. alba (Mill.) Greuter & Burdet	888	Forbs/Herbs
bladder campion	Silene vulgaris (Moench) Garcke	673	Forbs/Herbs
blessed milkthistle	Silybum marianum (L.) Gaertn.	144	Forbs/Herbs
wild mustard	Sinapis arvensis L.	1026	Forbs/Herbs
tumble mustard	Sisymbrium altissimum L.	1133	Forbs/Herbs
London rocket	Sisymbrium irio L.	137	Forbs/Herbs
hedge mustard	Sisymbrium officinale (L.) Scop.	1109	Forbs/Herbs
oriental mustard	Sisymbrium orientale L.	37	Forbs/Herbs
American black nightshade	Solanum americanum P. Mill.	119	Shrub or Subshrub
twoleaf nightshade	Solanum diphyllum L.	26	Forbs/Herbs
bittersweet nightshade	Solanum dulcamara L.	888	Vines
purple African nightshade	Solanum marginatum L. f.	12	Shrub or Subshrub
black nightshade	Solanum nigrum L.	96	Shrub or Subshrub
hairy nightshade	Solanum physalifolium Rusby	295	Forbs/Herbs
currant tomato	Solanum pimpinellifolium Jusl.	4	Forbs/Herbs
Jerusalem-cherry	Solanum pseudocapsicum L.	58	Shrub or Subshrub
Brazilian nightshade	Solanum seaforthianum Andr.	20	Vines
wetland nightshade	Solanum tampicense Dunal	11	Vines
turkeyberry	Solanum torvum Sw.	15	Forbs/Herbs
cutleaf nightshade	Solanum triflorum Nutt.	347	Forbs/Herbs
tropical soda apple	Solanum viarum Dunal	191	Shrub or Subshrub
common coleus	Solenostemon scutellarioides (L.) Codd	9	Forbs/Herbs
perennial sowthistle	Sonchus arvensis L.	938	Forbs/Herbs
field sowthistle	Sonchus arvensis ssp. arvensis L.	295	Forbs/Herbs
spiny sowthistle	Sonchus asper (L.) Hill	1792	Forbs/Herbs
annual sowthistle	Sonchus oleraceus L.	1119	Forbs/Herbs
sowthistle	Sonchus spp. L.	30	Forbs/Herbs
false spiraea	Sorbaria sorbifolia (L.) A. Braun	181	Shrub or Subshrub
European mountain-ash	Sorbus aucuparia L.	222	Hardwood Trees
sorghum	Sorghum bicolor (L.) Moench	591	Grass or Grasslike
sudangrass	Sorghum bicolor ssp. drummondii (Nees ex Steud.) de Wet & Harlan	57	Grass or Grasslike
johnsongrass	Sorghum halepense (L.) Pers.	1595	Grass or Grasslike
smooth cordgrass	Spartina alterniflora Loisel.	176	Grass or Grasslike
common cordgrass	Spartina anglica C.E. Hubbard	12	Grass or Grasslike
denseflower cordgrass	Spartina densiflora Brongn.	16	Grass or Grasslike
cordgrass hybrid	Spartina foliosa x alterniflora N/A	2	Grass or Grasslike
saltmeadow cordgrass	Spartina patens (Ait.) Muhl.	183	Grass or Grasslike
Spanish broom	Spartium junceum L.	61	Shrub or Subshrub
African tuliptree	Spathodea campanulata Beauv.	9	Hardwood Trees
Philippine ground orchid	Spathoglottis plicata Blume	7	Forbs/Herbs
Morison's spurry	Spergula morisonii Boreau	3	Forbs/Herbs
swainsonpea	Sphaerophysa salsula (Pallas) DC.	68	Shrub or Subshrub
Bay Biscayne creeping-oxeye	Sphagneticola trilobata (L.C. Rich.) Pruski	46	Forbs/Herbs
Japanese spiraea	Spiraea japonica L. f.	164	Shrub or Subshrub
bridalwreath spiraea	Spiraea prunifolia Sieb. & Zucc.	126	Shrub or Subshrub
Thunberg's meadowsweet	Spiraea thunbergii Sieb. ex Blume	42	Shrub or Subshrub
purple mombin	Spondias purpurea L.	2	Hardwood Trees
tussock dropseed	Sporobolus diandrus (Retz.) P. Beauv.	19	Grass or Grasslike
smutgrass	Sporobolus indicus (L.) R. Br.	522	Grass or Grasslike
rat-tail grass	Sporobolus indicus var. capensis Engelm.	4	Grass or Grasslike
fieldnettle betony	Stachys arvensis (L.) L.	28	Forbs/Herbs
Florida betony	Stachys floridana Shuttlw. ex Benth.	184	Forbs/Herbs
cayenne porterweed	Stachytarpheta cayennensis (Rich.) Vahl	10	Forbs/Herbs
Jamaica vervain	Stachytarpheta jamaicensis (L.) Vahl	16	Forbs/Herbs
nettleleaf velvetberry	Stachytarpheta urticifolia Sims	6	Shrub or Subshrub
common chickweed	Stellaria media (L.) Vill.	1555	Forbs/Herbs
common chickweed	Stellaria pallida (Dumort.) Crépin	1840	Forbs/Herbs
St. Augustinegrass	Stenotaphrum secundatum (Walt.) Kuntze	180	Grass or Grasslike
witchweed	Striga asiatica (L.) Kuntze	16	Forbs/Herbs
African mustard	Strigosella africana (L.) Botsch.	97	Forbs/Herbs
West Indian mahogany	Swietenia mahagoni (L.) Jacq.	5	Hardwood Trees
queen palm	Syagrus romanzoffiana (Cham.) Glassman	30	Hardwood Trees
common comfrey	Symphytum officinale L.	245	Forbs/Herbs
nodeweed	Synedrella nodiflora (L.) Gaertn.	9	Forbs/Herbs
American evergreen	Syngonium podophyllum Schott	31	Vines
common lilac	Syringa vulgaris L.	303	Shrub or Subshrub
Java plum	Syzygium cumini (L.) Skeels	21	Hardwood Trees
Malabar plum	Syzygium jambos (L.) Alston	13	Hardwood Trees
medusahead	Taeniatherum caput-medusae (L.) Nevski	123	Grass or Grasslike
wild marigold	Tagetes minuta L.	86	Forbs/Herbs
sea hibiscus	Talipariti tiliaceum var. tiliaceum L.	18	Shrub or Subshrub
African tamarisk	Tamarix africana Poir.	7	Hardwood Trees
Athel tamarisk	Tamarix aphylla (L.) Karst.	32	Hardwood Trees
fivestamen tamarisk	Tamarix chinensis Lour.	452	Hardwood Trees
French tamarisk	Tamarix gallica L.	90	Shrub or Subshrub
smallflower tamarisk	Tamarix parviflora DC.	144	Hardwood Trees
saltcedar	Tamarix ramosissima Ledeb.	404	Hardwood Trees
common tansy	Tanacetum vulgare L.	814	Forbs/Herbs
rock dandelion	Taraxacum erythrospermum Andrz. ex Besser	723	Forbs/Herbs
dandelion	Taraxacum officinale G.H. Weber ex Wiggers	2098	Forbs/Herbs
Japanese yew	Taxus cuspidata Sieb. & Zucc.	20	Conifer Trees
incised halberd fern	Tectaria incisa Cav.	7	Forbs/Herbs
tropical almond	Terminalia catappa L.	13	Shrub or Subshrub
Australian almond	Terminalia muelleri Benth.	6	Hardwood Trees
East Indian almond	Terminalia myriocarpa van Heurck & Muell.-Arg.	4	Hardwood Trees
bee-bee tree	Tetradium daniellii (Benn.) T.G. Hartley	1	Shrub or Subshrub
portia tree	Thespesia populnea (L.) Soland. ex Correa	18	Hardwood Trees
intermediate wheatgrass	Thinopyrum intermedium (Host) Barkworth & D.R. Dewey	319	Grass or Grasslike
tall wheatgrass	Thinopyrum ponticum (Podp.) Z.-W. Liu & R.-C. Wang	253	Grass or Grasslike
field pennycress	Thlaspi arvense L.	1391	Forbs/Herbs
arborvitae	Thuja occidentalis L.	442	Conifer Trees
blackeyed Susan vine	Thunbergia alata Bojer ex Sims	29	Vines
Bengal trumpet	Thunbergia grandiflora Roxb.	6	Vines
laurel clockvine	Thunbergia laurifolia Lindl.	4	Vines
herbaceous glorytree	Tibouchina herbacea (DC.) Cogn.	3	Shrub or Subshrub
princess-flower	Tibouchina urvilleana (DC.) Cogn.	4	Hardwood Trees
tree marigold	Tithonia diversifolia (Hemsl.) Gray	13	Forbs/Herbs
Australian redcedar	Toona ciliata Roemer	4	Hardwood Trees
spreading hedgeparsley	Torilis arvensis (Huds.) Link	633	Forbs/Herbs
Japanese hedge-parsley	Torilis japonica (Houtt.) DC.	237	Forbs/Herbs
white-flowered spiderwort	Tradescantia fluminensis Vell.	61	Forbs/Herbs
boatlily	Tradescantia spathacea Sw.	24	Forbs/Herbs
western salsify	Tragopogon dubius Scop.	1432	Forbs/Herbs
meadow salsify	Tragopogon lamottei L.	623	Forbs/Herbs
common salsify	Tragopogon porrifolius L.	476	Forbs/Herbs
European water chestnut	Trapa natans L.	101	Aquatic Plants
oriental trema	Trema orientalis (L.) Blume	6	Hardwood Trees
Chinese tallowtree	Triadica sebifera (L.) Small	425	Hardwood Trees
